input_text,target_text
"Base caption: A man is going to shoot someone standing in front of him, because he suspects him
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A man is going to shoot someone standing in front of him, because he suspects him"
"Base caption: The man is trying to calm down the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is trying to calm down the woman
"Base caption: The woman is flirting with somebody
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with somebody
"Base caption: Weaponized angry men are preparing for battle
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Weaponized angry men are preparing for battle
"Base caption: Woman is serious and troubled
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman is serious and troubled
"Base caption: Couple look flirty and prepare for the expected love continuation
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple look flirty and prepare for the expected love continuation
"Base caption: The lovers are looking very happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The lovers are looking very happy
"Base caption: People are happy to have dinner together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",People are happy to have dinner together
"Base caption: The man is surprised by the phone call
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is surprised by the phone call
"Base caption: The man is trying to kill somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to kill somebody
"Base caption: Two man are protecting the woman
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two man are protecting the woman
"Base caption: Two women are confused about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two women are confused about something
"Base caption: The man is trying to help somebody
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is trying to help somebody
"Base caption: Woman is confident and smiling
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman is confident and smiling
"Base caption: Anxious family is very worried about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Anxious family is very worried about something
"Base caption: A couple is having an argument and hence both are bit angry
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A couple is having an argument and hence both are bit angry
"Base caption: Surprised woman is talking with a man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Surprised woman is talking with a man
"Base caption: The man is arguing with two women
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with two women
"Base caption: Men look interested and concentrated on conversation, they are serious and insistent
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Men look interested and concentrated on conversation, they are serious and insistent"
"Base caption: The serious company is preparing for swimming
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The serious company is preparing for swimming
"Base caption: A woman looks troubled because she cannot properly explain what she has written
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A woman looks troubled because she cannot properly explain what she has written
"Base caption: A man is serious and looks like army man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man is serious and looks like army man
"Base caption: Two guys are worried about a new invention
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two guys are worried about a new invention
"Base caption: Three men are happy to hug each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three men are happy to hug each other
"Base caption: The woman is scared of something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is scared of something
"Base caption: Two men try to look cool and one of them is very happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two men try to look cool and one of them is very happy
"Base caption: Four disappointed men are sitting on the bench
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Four disappointed men are sitting on the bench
"Base caption: The angry man is trying to shoot somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The angry man is trying to shoot somebody
"Base caption: A man looksskeptical and haughty because he has authority and makes jokes about the visitors
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man looksskeptical and haughty because he has authority and makes jokes about the visitors
"Base caption: Calm couple is talking about something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Calm couple is talking about something
"Base caption: The married couple is not satisfied to have dinner with old dad
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The married couple is not satisfied to have dinner with old dad
